img,label
ISIC_0010461.jpg,ISIC_0010461_segmentation.png
ISIC_0010462.jpg,ISIC_0010462_segmentation.png
ISIC_0010463.jpg,ISIC_0010463_segmentation.png
ISIC_0010465.jpg,ISIC_0010465_segmentation.png
ISIC_0010466.jpg,ISIC_0010466_segmentation.png
ISIC_0010467.jpg,ISIC_0010467_segmentation.png
ISIC_0010468.jpg,ISIC_0010468_segmentation.png
ISIC_0010472.jpg,ISIC_0010472_segmentation.png
ISIC_0010473.jpg,ISIC_0010473_segmentation.png
ISIC_0010474.jpg,ISIC_0010474_segmentation.png
ISIC_0010475.jpg,ISIC_0010475_segmentation.png
ISIC_0010476.jpg,ISIC_0010476_segmentation.png
ISIC_0010477.jpg,ISIC_0010477_segmentation.png
ISIC_0010479.jpg,ISIC_0010479_segmentation.png
ISIC_0010480.jpg,ISIC_0010480_segmentation.png
ISIC_0010481.jpg,ISIC_0010481_segmentation.png
ISIC_0010483.jpg,ISIC_0010483_segmentation.png
ISIC_0010487.jpg,ISIC_0010487_segmentation.png
ISIC_0010488.jpg,ISIC_0010488_segmentation.png
ISIC_0010490.jpg,ISIC_0010490_segmentation.png
ISIC_0010492.jpg,ISIC_0010492_segmentation.png
ISIC_0010493.jpg,ISIC_0010493_segmentation.png
ISIC_0010494.jpg,ISIC_0010494_segmentation.png
ISIC_0010496.jpg,ISIC_0010496_segmentation.png
ISIC_0010497.jpg,ISIC_0010497_segmentation.png
ISIC_0010498.jpg,ISIC_0010498_segmentation.png
ISIC_0010552.jpg,ISIC_0010552_segmentation.png
ISIC_0010553.jpg,ISIC_0010553_segmentation.png
ISIC_0010554.jpg,ISIC_0010554_segmentation.png
ISIC_0010557.jpg,ISIC_0010557_segmentation.png
ISIC_0010558.jpg,ISIC_0010558_segmentation.png
ISIC_0010562.jpg,ISIC_0010562_segmentation.png
ISIC_0010565.jpg,ISIC_0010565_segmentation.png
ISIC_0010566.jpg,ISIC_0010566_segmentation.png
ISIC_0010567.jpg,ISIC_0010567_segmentation.png
ISIC_0010568.jpg,ISIC_0010568_segmentation.png
ISIC_0010569.jpg,ISIC_0010569_segmentation.png
ISIC_0010570.jpg,ISIC_0010570_segmentation.png
ISIC_0010571.jpg,ISIC_0010571_segmentation.png
ISIC_0010572.jpg,ISIC_0010572_segmentation.png
ISIC_0010573.jpg,ISIC_0010573_segmentation.png
ISIC_0010574.jpg,ISIC_0010574_segmentation.png
ISIC_0010576.jpg,ISIC_0010576_segmentation.png
ISIC_0010581.jpg,ISIC_0010581_segmentation.png
ISIC_0010584.jpg,ISIC_0010584_segmentation.png
ISIC_0010585.jpg,ISIC_0010585_segmentation.png
ISIC_0010587.jpg,ISIC_0010587_segmentation.png
ISIC_0010588.jpg,ISIC_0010588_segmentation.png
ISIC_0010589.jpg,ISIC_0010589_segmentation.png
ISIC_0010590.jpg,ISIC_0010590_segmentation.png
ISIC_0010591.jpg,ISIC_0010591_segmentation.png
ISIC_0010592.jpg,ISIC_0010592_segmentation.png
ISIC_0010593.jpg,ISIC_0010593_segmentation.png
ISIC_0010595.jpg,ISIC_0010595_segmentation.png
ISIC_0010596.jpg,ISIC_0010596_segmentation.png
ISIC_0010597.jpg,ISIC_0010597_segmentation.png
ISIC_0010598.jpg,ISIC_0010598_segmentation.png
ISIC_0010599.jpg,ISIC_0010599_segmentation.png
ISIC_0010602.jpg,ISIC_0010602_segmentation.png
ISIC_0010603.jpg,ISIC_0010603_segmentation.png
ISIC_0010604.jpg,ISIC_0010604_segmentation.png
ISIC_0010605.jpg,ISIC_0010605_segmentation.png
ISIC_0010606.jpg,ISIC_0010606_segmentation.png
ISIC_0010607.jpg,ISIC_0010607_segmentation.png
ISIC_0010844.jpg,ISIC_0010844_segmentation.png
ISIC_0010846.jpg,ISIC_0010846_segmentation.png
ISIC_0010847.jpg,ISIC_0010847_segmentation.png
ISIC_0010848.jpg,ISIC_0010848_segmentation.png
ISIC_0010849.jpg,ISIC_0010849_segmentation.png
ISIC_0010850.jpg,ISIC_0010850_segmentation.png
ISIC_0010851.jpg,ISIC_0010851_segmentation.png
ISIC_0010852.jpg,ISIC_0010852_segmentation.png
ISIC_0010853.jpg,ISIC_0010853_segmentation.png
ISIC_0010854.jpg,ISIC_0010854_segmentation.png
ISIC_0010856.jpg,ISIC_0010856_segmentation.png
ISIC_0010857.jpg,ISIC_0010857_segmentation.png
ISIC_0010858.jpg,ISIC_0010858_segmentation.png
ISIC_0010860.jpg,ISIC_0010860_segmentation.png
ISIC_0010861.jpg,ISIC_0010861_segmentation.png
ISIC_0010862.jpg,ISIC_0010862_segmentation.png
ISIC_0010863.jpg,ISIC_0010863_segmentation.png
ISIC_0010864.jpg,ISIC_0010864_segmentation.png
ISIC_0011079.jpg,ISIC_0011079_segmentation.png
ISIC_0011081.jpg,ISIC_0011081_segmentation.png
ISIC_0011082.jpg,ISIC_0011082_segmentation.png
ISIC_0011083.jpg,ISIC_0011083_segmentation.png
ISIC_0011084.jpg,ISIC_0011084_segmentation.png
ISIC_0011085.jpg,ISIC_0011085_segmentation.png
ISIC_0011088.jpg,ISIC_0011088_segmentation.png
ISIC_0011089.jpg,ISIC_0011089_segmentation.png
ISIC_0011090.jpg,ISIC_0011090_segmentation.png
ISIC_0011092.jpg,ISIC_0011092_segmentation.png
ISIC_0011095.jpg,ISIC_0011095_segmentation.png
ISIC_0011097.jpg,ISIC_0011097_segmentation.png
ISIC_0011098.jpg,ISIC_0011098_segmentation.png
ISIC_0011099.jpg,ISIC_0011099_segmentation.png
ISIC_0011101.jpg,ISIC_0011101_segmentation.png
ISIC_0011102.jpg,ISIC_0011102_segmentation.png
ISIC_0011104.jpg,ISIC_0011104_segmentation.png
ISIC_0011105.jpg,ISIC_0011105_segmentation.png
ISIC_0011107.jpg,ISIC_0011107_segmentation.png
ISIC_0011109.jpg,ISIC_0011109_segmentation.png
ISIC_0011110.jpg,ISIC_0011110_segmentation.png
ISIC_0011112.jpg,ISIC_0011112_segmentation.png
ISIC_0011114.jpg,ISIC_0011114_segmentation.png
ISIC_0011115.jpg,ISIC_0011115_segmentation.png
ISIC_0011117.jpg,ISIC_0011117_segmentation.png
ISIC_0011118.jpg,ISIC_0011118_segmentation.png
ISIC_0011119.jpg,ISIC_0011119_segmentation.png
ISIC_0011120.jpg,ISIC_0011120_segmentation.png
ISIC_0011121.jpg,ISIC_0011121_segmentation.png
ISIC_0011123.jpg,ISIC_0011123_segmentation.png
ISIC_0011124.jpg,ISIC_0011124_segmentation.png
ISIC_0011127.jpg,ISIC_0011127_segmentation.png
ISIC_0011128.jpg,ISIC_0011128_segmentation.png
ISIC_0011129.jpg,ISIC_0011129_segmentation.png
ISIC_0011130.jpg,ISIC_0011130_segmentation.png
ISIC_0011131.jpg,ISIC_0011131_segmentation.png
ISIC_0011132.jpg,ISIC_0011132_segmentation.png
ISIC_0011135.jpg,ISIC_0011135_segmentation.png
ISIC_0011137.jpg,ISIC_0011137_segmentation.png
ISIC_0011139.jpg,ISIC_0011139_segmentation.png
ISIC_0011140.jpg,ISIC_0011140_segmentation.png
ISIC_0011143.jpg,ISIC_0011143_segmentation.png
ISIC_0011144.jpg,ISIC_0011144_segmentation.png
ISIC_0011146.jpg,ISIC_0011146_segmentation.png
ISIC_0011149.jpg,ISIC_0011149_segmentation.png
ISIC_0011150.jpg,ISIC_0011150_segmentation.png
ISIC_0011151.jpg,ISIC_0011151_segmentation.png
ISIC_0011155.jpg,ISIC_0011155_segmentation.png
ISIC_0011156.jpg,ISIC_0011156_segmentation.png
ISIC_0011157.jpg,ISIC_0011157_segmentation.png
ISIC_0011158.jpg,ISIC_0011158_segmentation.png
ISIC_0011159.jpg,ISIC_0011159_segmentation.png
ISIC_0011161.jpg,ISIC_0011161_segmentation.png
ISIC_0011162.jpg,ISIC_0011162_segmentation.png
ISIC_0011163.jpg,ISIC_0011163_segmentation.png
ISIC_0011164.jpg,ISIC_0011164_segmentation.png
ISIC_0011165.jpg,ISIC_0011165_segmentation.png
ISIC_0011166.jpg,ISIC_0011166_segmentation.png
ISIC_0011167.jpg,ISIC_0011167_segmentation.png
ISIC_0011168.jpg,ISIC_0011168_segmentation.png
ISIC_0011169.jpg,ISIC_0011169_segmentation.png
