img,label
ISIC_0012201.jpg,ISIC_0012201_segmentation.png
ISIC_0014748.jpg,ISIC_0014748_segmentation.png
ISIC_0015403.jpg,ISIC_0015403_segmentation.png
ISIC_0014787.jpg,ISIC_0014787_segmentation.png
ISIC_0010457.jpg,ISIC_0010457_segmentation.png
ISIC_0014860.jpg,ISIC_0014860_segmentation.png
ISIC_0010104.jpg,ISIC_0010104_segmentation.png
ISIC_0011402.jpg,ISIC_0011402_segmentation.png
ISIC_0000548.jpg,ISIC_0000548_segmentation.png
ISIC_0014912.jpg,ISIC_0014912_segmentation.png
ISIC_0000149.jpg,ISIC_0000149_segmentation.png
ISIC_0012338.jpg,ISIC_0012338_segmentation.png
ISIC_0010074.jpg,ISIC_0010074_segmentation.png
ISIC_0000187.jpg,ISIC_0000187_segmentation.png
ISIC_0014890.jpg,ISIC_0014890_segmentation.png
ISIC_0012211.jpg,ISIC_0012211_segmentation.png
ISIC_0012549.jpg,ISIC_0012549_segmentation.png
ISIC_0014778.jpg,ISIC_0014778_segmentation.png
ISIC_0012746.jpg,ISIC_0012746_segmentation.png
ISIC_0011367.jpg,ISIC_0011367_segmentation.png
ISIC_0000504.jpg,ISIC_0000504_segmentation.png
ISIC_0013702.jpg,ISIC_0013702_segmentation.png
ISIC_0011207.jpg,ISIC_0011207_segmentation.png
ISIC_0014923.jpg,ISIC_0014923_segmentation.png
ISIC_0011227.jpg,ISIC_0011227_segmentation.png
ISIC_0011322.jpg,ISIC_0011322_segmentation.png
ISIC_0014713.jpg,ISIC_0014713_segmentation.png
ISIC_0010574.jpg,ISIC_0010574_segmentation.png
ISIC_0011157.jpg,ISIC_0011157_segmentation.png
ISIC_0013491.jpg,ISIC_0013491_segmentation.png
ISIC_0000321.jpg,ISIC_0000321_segmentation.png
ISIC_0001191.jpg,ISIC_0001191_segmentation.png
ISIC_0015032.jpg,ISIC_0015032_segmentation.png
ISIC_0011223.jpg,ISIC_0011223_segmentation.png
ISIC_0013777.jpg,ISIC_0013777_segmentation.png
ISIC_0009946.jpg,ISIC_0009946_segmentation.png
ISIC_0000529.jpg,ISIC_0000529_segmentation.png
ISIC_0010226.jpg,ISIC_0010226_segmentation.png
ISIC_0014725.jpg,ISIC_0014725_segmentation.png
ISIC_0011353.jpg,ISIC_0011353_segmentation.png
ISIC_0010361.jpg,ISIC_0010361_segmentation.png
ISIC_0000419.jpg,ISIC_0000419_segmentation.png
ISIC_0014270.jpg,ISIC_0014270_segmentation.png
ISIC_0009165.jpg,ISIC_0009165_segmentation.png
ISIC_0014975.jpg,ISIC_0014975_segmentation.png
ISIC_0011393.jpg,ISIC_0011393_segmentation.png
ISIC_0012702.jpg,ISIC_0012702_segmentation.png
ISIC_0015951.jpg,ISIC_0015951_segmentation.png
ISIC_0000492.jpg,ISIC_0000492_segmentation.png
ISIC_0000481.jpg,ISIC_0000481_segmentation.png
ISIC_0014763.jpg,ISIC_0014763_segmentation.png
ISIC_0014844.jpg,ISIC_0014844_segmentation.png
ISIC_0010319.jpg,ISIC_0010319_segmentation.png
ISIC_0012232.jpg,ISIC_0012232_segmentation.png
ISIC_0016034.jpg,ISIC_0016034_segmentation.png
ISIC_0000264.jpg,ISIC_0000264_segmentation.png
ISIC_0013365.jpg,ISIC_0013365_segmentation.png
ISIC_0010205.jpg,ISIC_0010205_segmentation.png
ISIC_0009945.jpg,ISIC_0009945_segmentation.png
ISIC_0000287.jpg,ISIC_0000287_segmentation.png
ISIC_0000513.jpg,ISIC_0000513_segmentation.png
ISIC_0013458.jpg,ISIC_0013458_segmentation.png
ISIC_0013492.jpg,ISIC_0013492_segmentation.png
ISIC_0014357.jpg,ISIC_0014357_segmentation.png
ISIC_0015044.jpg,ISIC_0015044_segmentation.png
ISIC_0000091.jpg,ISIC_0000091_segmentation.png
ISIC_0009932.jpg,ISIC_0009932_segmentation.png
ISIC_0014337.jpg,ISIC_0014337_segmentation.png
ISIC_0014932.jpg,ISIC_0014932_segmentation.png
ISIC_0013767.jpg,ISIC_0013767_segmentation.png
ISIC_0010344.jpg,ISIC_0010344_segmentation.png
ISIC_0013879.jpg,ISIC_0013879_segmentation.png
ISIC_0015559.jpg,ISIC_0015559_segmentation.png
ISIC_0011344.jpg,ISIC_0011344_segmentation.png
ISIC_0000046.jpg,ISIC_0000046_segmentation.png
ISIC_0011121.jpg,ISIC_0011121_segmentation.png
ISIC_0013397.jpg,ISIC_0013397_segmentation.png
ISIC_0000434.jpg,ISIC_0000434_segmentation.png
ISIC_0002093.jpg,ISIC_0002093_segmentation.png
ISIC_0013112.jpg,ISIC_0013112_segmentation.png
ISIC_0013500.jpg,ISIC_0013500_segmentation.png
ISIC_0000119.jpg,ISIC_0000119_segmentation.png
ISIC_0000013.jpg,ISIC_0000013_segmentation.png
ISIC_0001286.jpg,ISIC_0001286_segmentation.png
ISIC_0000515.jpg,ISIC_0000515_segmentation.png
ISIC_0013948.jpg,ISIC_0013948_segmentation.png
ISIC_0014454.jpg,ISIC_0014454_segmentation.png
ISIC_0015118.jpg,ISIC_0015118_segmentation.png
ISIC_0010342.jpg,ISIC_0010342_segmentation.png
ISIC_0014869.jpg,ISIC_0014869_segmentation.png
ISIC_0013342.jpg,ISIC_0013342_segmentation.png
ISIC_0000533.jpg,ISIC_0000533_segmentation.png
ISIC_0010265.jpg,ISIC_0010265_segmentation.png
ISIC_0008552.jpg,ISIC_0008552_segmentation.png
ISIC_0013205.jpg,ISIC_0013205_segmentation.png
ISIC_0001128.jpg,ISIC_0001128_segmentation.png
ISIC_0013865.jpg,ISIC_0013865_segmentation.png
ISIC_0010552.jpg,ISIC_0010552_segmentation.png
ISIC_0014049.jpg,ISIC_0014049_segmentation.png
ISIC_0012756.jpg,ISIC_0012756_segmentation.png
ISIC_0001152.jpg,ISIC_0001152_segmentation.png
ISIC_0008913.jpg,ISIC_0008913_segmentation.png
ISIC_0001449.jpg,ISIC_0001449_segmentation.png
ISIC_0010036.jpg,ISIC_0010036_segmentation.png
ISIC_0010061.jpg,ISIC_0010061_segmentation.png
ISIC_0014174.jpg,ISIC_0014174_segmentation.png
ISIC_0015291.jpg,ISIC_0015291_segmentation.png
ISIC_0014164.jpg,ISIC_0014164_segmentation.png
ISIC_0015245.jpg,ISIC_0015245_segmentation.png
ISIC_0000539.jpg,ISIC_0000539_segmentation.png
ISIC_0013618.jpg,ISIC_0013618_segmentation.png
ISIC_0000494.jpg,ISIC_0000494_segmentation.png
ISIC_0016024.jpg,ISIC_0016024_segmentation.png
ISIC_0010565.jpg,ISIC_0010565_segmentation.png
ISIC_0012159.jpg,ISIC_0012159_segmentation.png
ISIC_0012348.jpg,ISIC_0012348_segmentation.png
ISIC_0013034.jpg,ISIC_0013034_segmentation.png
ISIC_0015125.jpg,ISIC_0015125_segmentation.png
ISIC_0000107.jpg,ISIC_0000107_segmentation.png
ISIC_0011156.jpg,ISIC_0011156_segmentation.png
ISIC_0014795.jpg,ISIC_0014795_segmentation.png
ISIC_0012726.jpg,ISIC_0012726_segmentation.png
ISIC_0000300.jpg,ISIC_0000300_segmentation.png
ISIC_0000025.jpg,ISIC_0000025_segmentation.png
ISIC_0013023.jpg,ISIC_0013023_segmentation.png
ISIC_0009881.jpg,ISIC_0009881_segmentation.png
ISIC_0000474.jpg,ISIC_0000474_segmentation.png
ISIC_0013341.jpg,ISIC_0013341_segmentation.png
ISIC_0014743.jpg,ISIC_0014743_segmentation.png
ISIC_0013427.jpg,ISIC_0013427_segmentation.png
ISIC_0014857.jpg,ISIC_0014857_segmentation.png
ISIC_0001242.jpg,ISIC_0001242_segmentation.png
ISIC_0000420.jpg,ISIC_0000420_segmentation.png
ISIC_0014286.jpg,ISIC_0014286_segmentation.png
ISIC_0014989.jpg,ISIC_0014989_segmentation.png
ISIC_0014994.jpg,ISIC_0014994_segmentation.png
ISIC_0013501.jpg,ISIC_0013501_segmentation.png
ISIC_0012969.jpg,ISIC_0012969_segmentation.png
ISIC_0009949.jpg,ISIC_0009949_segmentation.png
ISIC_0014094.jpg,ISIC_0014094_segmentation.png
ISIC_0015082.jpg,ISIC_0015082_segmentation.png
ISIC_0009896.jpg,ISIC_0009896_segmentation.png
ISIC_0010013.jpg,ISIC_0010013_segmentation.png
ISIC_0013680.jpg,ISIC_0013680_segmentation.png
ISIC_0014600.jpg,ISIC_0014600_segmentation.png
ISIC_0010264.jpg,ISIC_0010264_segmentation.png
ISIC_0010382.jpg,ISIC_0010382_segmentation.png
ISIC_0013196.jpg,ISIC_0013196_segmentation.png
ISIC_0000507.jpg,ISIC_0000507_segmentation.png
ISIC_0010856.jpg,ISIC_0010856_segmentation.png
