img,label
ISIC_0014730.jpg,ISIC_0014730_segmentation.png
ISIC_0010861.jpg,ISIC_0010861_segmentation.png
ISIC_0014513.jpg,ISIC_0014513_segmentation.png
ISIC_0007241.jpg,ISIC_0007241_segmentation.png
ISIC_0000182.jpg,ISIC_0000182_segmentation.png
ISIC_0015943.jpg,ISIC_0015943_segmentation.png
ISIC_0012090.jpg,ISIC_0012090_segmentation.png
ISIC_0000353.jpg,ISIC_0000353_segmentation.png
ISIC_0012786.jpg,ISIC_0012786_segmentation.png
ISIC_0000017.jpg,ISIC_0000017_segmentation.png
ISIC_0013257.jpg,ISIC_0013257_segmentation.png
ISIC_0013405.jpg,ISIC_0013405_segmentation.png
ISIC_0012156.jpg,ISIC_0012156_segmentation.png
ISIC_0000060.jpg,ISIC_0000060_segmentation.png
ISIC_0014802.jpg,ISIC_0014802_segmentation.png
ISIC_0012544.jpg,ISIC_0012544_segmentation.png
ISIC_0015155.jpg,ISIC_0015155_segmentation.png
ISIC_0012369.jpg,ISIC_0012369_segmentation.png
ISIC_0000460.jpg,ISIC_0000460_segmentation.png
ISIC_0012988.jpg,ISIC_0012988_segmentation.png
ISIC_0015995.jpg,ISIC_0015995_segmentation.png
ISIC_0012455.jpg,ISIC_0012455_segmentation.png
ISIC_0000147.jpg,ISIC_0000147_segmentation.png
ISIC_0000015.jpg,ISIC_0000015_segmentation.png
ISIC_0010349.jpg,ISIC_0010349_segmentation.png
ISIC_0015641.jpg,ISIC_0015641_segmentation.png
ISIC_0007788.jpg,ISIC_0007788_segmentation.png
ISIC_0014955.jpg,ISIC_0014955_segmentation.png
ISIC_0010178.jpg,ISIC_0010178_segmentation.png
ISIC_0015251.jpg,ISIC_0015251_segmentation.png
ISIC_0000047.jpg,ISIC_0000047_segmentation.png
ISIC_0000056.jpg,ISIC_0000056_segmentation.png
ISIC_0012487.jpg,ISIC_0012487_segmentation.png
ISIC_0012493.jpg,ISIC_0012493_segmentation.png
ISIC_0014825.jpg,ISIC_0014825_segmentation.png
ISIC_0000225.jpg,ISIC_0000225_segmentation.png
ISIC_0015968.jpg,ISIC_0015968_segmentation.png
ISIC_0000207.jpg,ISIC_0000207_segmentation.png
ISIC_0000503.jpg,ISIC_0000503_segmentation.png
ISIC_0010336.jpg,ISIC_0010336_segmentation.png
ISIC_0013656.jpg,ISIC_0013656_segmentation.png
ISIC_0000299.jpg,ISIC_0000299_segmentation.png
ISIC_0013229.jpg,ISIC_0013229_segmentation.png
ISIC_0010466.jpg,ISIC_0010466_segmentation.png
ISIC_0014372.jpg,ISIC_0014372_segmentation.png
ISIC_0000170.jpg,ISIC_0000170_segmentation.png
ISIC_0012735.jpg,ISIC_0012735_segmentation.png
ISIC_0000146.jpg,ISIC_0000146_segmentation.png
ISIC_0006914.jpg,ISIC_0006914_segmentation.png
ISIC_0000410.jpg,ISIC_0000410_segmentation.png
ISIC_0014308.jpg,ISIC_0014308_segmentation.png
ISIC_0012683.jpg,ISIC_0012683_segmentation.png
ISIC_0015226.jpg,ISIC_0015226_segmentation.png
ISIC_0003346.jpg,ISIC_0003346_segmentation.png
ISIC_0013417.jpg,ISIC_0013417_segmentation.png
ISIC_0011163.jpg,ISIC_0011163_segmentation.png
ISIC_0000531.jpg,ISIC_0000531_segmentation.png
ISIC_0011161.jpg,ISIC_0011161_segmentation.png
ISIC_0002976.jpg,ISIC_0002976_segmentation.png
ISIC_0015202.jpg,ISIC_0015202_segmentation.png
ISIC_0012298.jpg,ISIC_0012298_segmentation.png
ISIC_0012697.jpg,ISIC_0012697_segmentation.png
ISIC_0015368.jpg,ISIC_0015368_segmentation.png
ISIC_0015127.jpg,ISIC_0015127_segmentation.png
ISIC_0014559.jpg,ISIC_0014559_segmentation.png
ISIC_0015582.jpg,ISIC_0015582_segmentation.png
ISIC_0011146.jpg,ISIC_0011146_segmentation.png
ISIC_0002246.jpg,ISIC_0002246_segmentation.png
ISIC_0012672.jpg,ISIC_0012672_segmentation.png
ISIC_0014502.jpg,ISIC_0014502_segmentation.png
ISIC_0013830.jpg,ISIC_0013830_segmentation.png
ISIC_0010337.jpg,ISIC_0010337_segmentation.png
ISIC_0013568.jpg,ISIC_0013568_segmentation.png
ISIC_0014762.jpg,ISIC_0014762_segmentation.png
ISIC_0011150.jpg,ISIC_0011150_segmentation.png
ISIC_0000500.jpg,ISIC_0000500_segmentation.png
ISIC_0010335.jpg,ISIC_0010335_segmentation.png
ISIC_0014133.jpg,ISIC_0014133_segmentation.png
ISIC_0000080.jpg,ISIC_0000080_segmentation.png
ISIC_0000058.jpg,ISIC_0000058_segmentation.png
ISIC_0010018.jpg,ISIC_0010018_segmentation.png
ISIC_0013310.jpg,ISIC_0013310_segmentation.png
ISIC_0009935.jpg,ISIC_0009935_segmentation.png
ISIC_0013072.jpg,ISIC_0013072_segmentation.png
ISIC_0015311.jpg,ISIC_0015311_segmentation.png
ISIC_0013203.jpg,ISIC_0013203_segmentation.png
ISIC_0000089.jpg,ISIC_0000089_segmentation.png
ISIC_0013428.jpg,ISIC_0013428_segmentation.png
ISIC_0014715.jpg,ISIC_0014715_segmentation.png
ISIC_0015064.jpg,ISIC_0015064_segmentation.png
ISIC_0008236.jpg,ISIC_0008236_segmentation.png
ISIC_0013425.jpg,ISIC_0013425_segmentation.png
ISIC_0000278.jpg,ISIC_0000278_segmentation.png
ISIC_0015993.jpg,ISIC_0015993_segmentation.png
ISIC_0013155.jpg,ISIC_0013155_segmentation.png
ISIC_0013216.jpg,ISIC_0013216_segmentation.png
ISIC_0016035.jpg,ISIC_0016035_segmentation.png
ISIC_0011128.jpg,ISIC_0011128_segmentation.png
ISIC_0012690.jpg,ISIC_0012690_segmentation.png
